,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
67,S4A44LMR,conferencePaper,2021,"Kubilinskiene, S.; Judickaite-Zukovske, V.; Liogiene, T.",Semantic Interoperability of CV Builder: Problem and Practical Solutions,Commun. Comput. Info. Sci.,18650929 (ISSN); 9789819671748 (ISBN); 9789819664610 (ISBN); 9783032026743 (ISBN); 9783032008831 (ISBN); 9783032026712 (ISBN); 9789819671779 (ISBN); 9783031949425 (ISBN); 9789819666874 (ISBN); 9783031936968 (ISBN); 9783031941207 (ISBN),,10.1007/978-3-030-88304-1_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118152851&doi=10.1007%2F978-3-030-88304-1_8&partnerID=40&md5=62c69b919fc210629a3683727218719e,"The article presents the results and practical solutions of the Operational Programme for the European Union Funds’ Investments in 2014–2020 project “Automated CV Builder Based on Artificial Intelligence Module”. The article discusses the problem of structuring curriculum vitae (CV) data, specifics of evaluation process, evaluation of candidate’s technical and personal skills, data validity, and data presentation problems. The results of the carried out empirical research and the systematic review of the literature are described, and the new CV builder information model is presented. © 2021, Springer Nature Switzerland AG.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,96-108,,,1486 CCIS,,,,,,,,Springer Science and Business Media Deutschland GmbH,,English,,,Scopus,,,,Journal Abbreviation: Commun. Comput. Info. Sci.,,,,Interoperability; Semantics; European union; Semantic interoperability; Information Modeling; Information theory; Curricula; Curriculum vita information model; Curriculum vitae; CV information model; Operational programmes; Practical solutions; Problem solutions; Process Evaluation; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Lopata, A.; Gudonienė, D.; Butkienė, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications in Computer and Information Science,,,,,,,,,,,,,,,,0,2026-01-21 16:14:07,EC3 – Narrow domain specificity
274,HQ5CLK8I,conferencePaper,2006,"Gatius, M.; González, M.; Militello, S.; Hernández, P.",Integrating semantic web and language technologies to improve the online public administrations services,Proc. Int. Conf. World Wide Web,9781595933232 (ISBN); 1595933239 (ISBN),,10.1145/1135777.1135908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250662688&doi=10.1145%2F1135777.1135908&partnerID=40&md5=e2f8c57ee2caf3c6794918efb3328d7d,"In this paper, we describe how domain ontologies are used in a dialogue system guiding the user to access web public administration contents. The current implementation of the system supports speech (through the telephone) and text mode in different languages (English, Spanish, Catalan and Italian).",2006,2026-01-17 07:02:49,2026-01-17 07:09:03,,847-848,,,,,,,,,,,,,English,,,Scopus,,,,Journal Abbreviation: Proc. Int. Conf. World Wide Web,,,,Linguistics; Semantic Web; Ontology; Public administration; Information management; Government data processing; Domain ontologies; Government; Ontologies; Query languages; E-government; Language technology; World Wide Web; Formal languages; Management; Catalans; Dialogue system; Dialogue systems; Online public administrations services; Speech processing; System supports; Telephone systems; Web usability; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:14:31,EC3 – Narrow domain specificity
115,PQ7TLDE5,conferencePaper,2017,"Di Sarli, D.; Geraci, G.",GFS: A graph-based file system enhanced with semantic features,ACM Int. Conf. Proc. Ser.,21531633 (ISSN); 9781450377881 (ISBN); 9781450385855 (ISBN); 9781450314398 (ISBN); 9781450396387 (ISBN); 9781450390019 (ISBN); 9781450390217 (ISBN); 9781450348270 (ISBN); 9781450381963 (ISBN); 9781450322485 (ISBN); 9781450348201 (ISBN),,10.1145/3077584.3077591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023607523&doi=10.1145%2F3077584.3077591&partnerID=40&md5=8b2fc454482956521a84969fb5655cc1,"Organizing documents in the file system is one of the most tedious and thorny tasks for most computer users. Taxonomies based on hand made directory hierarchies still remain the only possible alternative for most small and medium enterprises, public administrations and individual users. However, both the limitations of the hierarchical organization of file systems and the difficulty of maintaining the coherence within the taxonomy have raised the need for more scalable and effective approaches. Desktop searching applications provide proprietary interfaces that enable content-based searching at the cost of having no control on the indexing and ranking of results. Semantic file systems, instead, leave users the freedom to manage the taxonomy according to their specific needs, but lose the standard file system features. In this paper we describe GFS (graph-based file system) a new hybrid file system that extends the standard hierarchical organization of files with semantic features. GFS allows the user to nest semantic spaces inside the directory hierarchy leaving unaltered system folders. Semantic spaces allow customized file tagging and leverage on browsing to guide file searching. Since GFS does not change the low-level interface to interact with file systems, users can continue to use their favorite file managers to interact with it. Moreover, no changes are required to integrate the semantic features in proprietary software. © 2017 Association for Computing Machinery.",2017,2026-01-17 07:02:48,2026-01-17 07:09:03,,51-55,,,Part F128274,,,,,,,,Association for Computing Machinery acmhelp@acm.org,,English,,,Scopus,,,,Journal Abbreviation: ACM Int. Conf. Proc. Ser.,,,,Semantics; Public administration; Information systems; Data mining; Graphic methods; Taxonomies; Content-based searching; Effective approaches; File organization; File tagging; Hierarchical organizations; Hierarchical systems; Semantic browsing; Semantic file systems; Small and medium enterprise; User experience; User interfaces; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM International Conference Proceeding Series,,,,,,,,,,,,,,,,0,2026-01-21 16:14:52,EC5 – Non-government focus
260,4JUUUAE4,conferencePaper,2007,"Ortiz-Rodríguez, F.; Palma, R.; Villazon-Terrazas, B.",EgoIR: Ontology-based information retrieval intended for eGovernment,"INFORMATIK - Inform. Trifft Logistik, Beitrage Jahrestag. Ges. Inform. e.V. (GI)",9783885792031 (ISBN); 9783885792048 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874240493&partnerID=40&md5=938f61b177cdbc55b6590439c5c76b7a,"The eGovernment is a field of applications for the Semantic Web. The eGovernment also is becoming an important research area and faces considerable challenges to achieve interoperability because of the semantic differences of interpretation, complexity and width of scope. It is however an open question how to apply these techniques fruitfully in the eGovernment domain. This paper addresses the importance of providing a semantic application that, within the eGovernment domain, is capable of dealing with the issue of the retrieval of government documentation in a timely and accurate way. In this paper, we present an approach ontology-based for retrieving government information.",2007,2026-01-17 07:02:49,2026-01-17 07:09:03,,237-241,,,1,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: INFORMATIK - Inform. Trifft Logistik, Beitrage Jahrestag. Ges. Inform. e.V. (GI)",,,,Ontology-based; Semantic difference; e-Government; Government information; eGovernment domain; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:16:03,EC1 – Off-topic
8,XEMT9I4E,journalArticle,2025,"Antunes, A.L.; Barateiro, J.; Cardoso, E.",Application of Semantic Web Techniques in DW/BI Systems for Strategic Management,IEEE Access,,,10.1109/ACCESS.2025.3610577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016745540&doi=10.1109%2FACCESS.2025.3610577&partnerID=40&md5=46742e7cc571c01abdb09ab0c207f5ef,"Semantic Web techniques, such as ontologies, facilitate data and knowledge sharing in Information Systems due to their semantic formalization and inference qualities. Integrating knowledge-based artifacts into Decision Support Systems, such as Data Warehouse and Business Intelligence (DW/BI) systems, can provide new information sources, enable new analytical capabilities, and enhance decision-making. In previous work, the Balanced Scorecard Ontology (BSO) was developed to represent knowledge related to the Balanced Scorecard framework, including its concepts and relationships. The BSO was used to assess strategy formulation, implementation, and execution in a public sector organization, demonstrating its impact on strategy management. However, manual ontology population, especially related to performance indicator values, can lead to challenges in data availability, acquisition frequency, and quality. This paper proposes a semantic approach to integrating, aligning, and ensuring traceability between strategy and DW/BI systems. The Light Data Warehouse Ontology is introduced to represent the DW conceptual and logical models and semantically connect them with strategic information using the BSO. This integration enriches strategy analysis by providing strategic context to the BI environment and enabling automatic retrieval of performance indicator values. The proposed framework improves decision-making efficiency, reliability, and timeliness, providing managers with a data-driven environment aligned with organizational strategy. © 2013 IEEE.",2025,2026-01-17 07:02:47,2026-01-17 07:09:03,,163103-163119,,,13,,IEEE Access,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,,,,,Semantic Web; Ontology; Information use; Decision making; Ontology's; semantic web; Semantic-Web; Balanced scorecard; balanced scorecard ontology; Balanced scorecard ontology; Balanced scorecards; Business intelligence systems; Data quality; Data reliability; Data warehouse/business intelligence system; data warehouse/business intelligence systems; Data warehouses; Decision support systems; Decisions makings; Information retrieval; Knowledge based systems; Knowledge management; Semantic-Web techniques; strategic management; Strategic management; Strategic planning; LR_Query: Scopus_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:16:58,EC1 – Off-topic
276,TZ9IVQ9X,conferencePaper,2006,,"Information Systems Technology and its Applications, 5th International Conference, ISTA 2006","Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)",16175468 (ISSN); 9783885797432 (ISBN); 9783885792956 (ISBN); 3885793458 (ISBN); 9783885797098 (ISBN); 9783885792543 (ISBN); 3885793644 (ISBN); 9783885792222 (ISBN); 9783885796053 (ISBN); 9783885792574 (ISBN); 9783885796985 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134614488&partnerID=40&md5=7835051941892606783dbd8f12b15140,The proceedings contain 16 papers. The topics discussed include: coordinating higher education as an e-government initiative; an investigation of the target environment for agile methods; a generic ontology of rational negotiation; tamper protection of online clients through random checksum algorithms; semantic interoperability in the Norwegian petroleum industry; fragments for composing collaborative systems; use of tailored process models to support ERP end-users; optimization of data sets allocation in the distributed databases; multiple criteria ranking enterprises based on inconsistent estimations; tool supported aspectual predesign; a vision to construct multiple data views in peer data management systems; and standing on the shoulders of giants: digital platform designing with native XPath enabled storage and retrieval on MySQL.,2006,2026-01-17 07:02:49,2026-01-17 07:09:03,,,,,P-84,,,,,,,,Gesellschaft fur Informatik (GI),,English,,,Scopus,,,,"Journal Abbreviation: Lect. Notes Informatics (LNI), Proc. - Series Ges. Inform. (GI)",,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Karagiannis, D.; Mayr, H.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",,,,,,,,,,,,,,,,0,2026-01-21 16:17:17,EC4 – Non-scholarly publication type
151,WKBCF2ZM,conferencePaper,2015,"Barros, R.; Kislansky, P.; Do Nascimento Salvador, L.; de Figueirêdo Almeida, R.; Breyer, M.; Gasparin, L.",EDXL-RESCUER ontology: Conceptual model for semantic integration,ISCRAM Conf. Proc. - Int. Conf. Inf. Syst. Crisis Response Manag.,9788271177881 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947704969&partnerID=40&md5=73ff42faa60d584d38107033d98bf59d,"This paper describes an ontology created for the RESCUER1 (Reliable and Smart Crowdsourcing Solution for Emergency and Crisis Management), a project funded by the European Union and the Brazilian Ministry of Science, Technology and Innovation, it uses crowdsourcing information for supporting Industrial Parks (InPa) and Security Forces during an emergency situation. The proposal, EDXL-RESCUER ontology, is based on EDXL (Emergency Data Exchange Language), and it aims to be the RESCUER conceptual model related to the coordinating and exchanging of information with legacy systems. The ontology was evaluated with end users during a workshop and the results show that EDXL-RESCUER is adequate for Emergency and Crisis domain in InPa and Security forces contexts.",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,2015-January,,,,,,,,"Information Systems for Crisis Response and Management, ISCRAM",,English,,,Scopus,,,,Journal Abbreviation: ISCRAM Conf. Proc. - Int. Conf. Inf. Syst. Crisis Response Manag.,,,,Ontology; Semantics; Information management; Information systems; Electronic data interchange; Conceptual model; Project management; Semantic integration; Legacy systems; RESCUER; Emergency situation; Crisis; Crisis management; EDXL; Emergency; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Palen, L.A.; Comes, T.; Buscher, M.; Hughes, A.L.; Palen, L.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:18:49,EC3 – Narrow domain specificity
281,KAGZAGUT,conferencePaper,2005,"Turk, Ž.",Engineering grid - A blueprint for the next generation collaborative engineering,Proc. ASCE Int. Conf. Comput. Civil Eng.,0784407940 (ISBN); 9780784407943 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144496397&partnerID=40&md5=5b5291156bcf8329f6828bb4e8ffeecb,"The engineers of the industrial age created the transportation, water, power and other grids that provide the infrastructure of the civilized world. On the internet a new kind of grids are being set up - ones that are pulling together computing and communication resources to provide infrastructure for the digital economy. Civil engineers too can make use of this new paradigm of computing, not only to crunch through complex simulations but to use it as a collaboration platform for their virtual enterprise (VO) that is involved in the design, construction and management of products. This paper introduces the concept of grid computing, identifies the role grids could play in engineering processes, presents a high level architecture for grids based engineering services and tools, reviews it and defines the research and development issues. It is based on the results of an on-going European Union project InteliGrid - Interoperability of Virtual Organizations on a Complex Semantic Grid.",2005,2026-01-17 07:02:49,2026-01-17 07:09:03,,1253-1265,,,,,,,,,,,,,English,,,Scopus,,,,Journal Abbreviation: Proc. ASCE Int. Conf. Comput. Civil Eng.,,,,Interoperability; Ontology; IFC; Semantic web; Structural design; Computer architecture; Computer simulation; Grid computing; Virtual organization; Computer aided software engineering; Computer integrated construction; Computer supported cooperative work; Telecommunication systems; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Soibelman, L.; Pena-Mora, F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:19:04,EC1 – Off-topic
283,TRTKKANR,journalArticle,2005,"Medjahed, B.; Bouguettaya, A.",A multilevel composability model for semantic web services,IEEE Transactions on Knowledge and Data Engineering,,10414347 (ISSN),10.1109/TKDE.2005.101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144457250&doi=10.1109%2FTKDE.2005.101&partnerID=40&md5=09740b1e9f9813b0087423d163a49972,"We propose a composability model to ascertain that Web services can safely be combined, hence avoiding unexpected failures at runtime. Composability is checked through a set of rules organized into four levels: syntactic, static semantic, dynamic semantic, and qualitative levels. We introduce the concepts of composability degree and τ-composability to cater for partial and total composability. We also propose a set of algorithms for checking composability. Finally, we conduct a performance study (analytical and experimental) of the proposed algorithms. © 2005 IEEE.",2005,2026-01-17 07:02:49,2026-01-17 07:09:03,,954-966,,7,17,,IEEE Trans Knowl Data Eng,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Semantic Web; Ontology; Semantics; Web services; Standardization; Government data processing; Semantic web; Web service; Telecommunication services; Service composition; World Wide Web; Mathematical models; Composability; HTTP; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:19:23,EC1 – Off-topic
2,B8ZNM72H,journalArticle,2025,"Spyropoulos, A.Z.; Tsiantos, V.",Interoperable Semantic Systems in Public Administration: AI-Driven Data Mining from Law-Enforcement Reports,Computers,,,10.3390/computers14090376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017422163&doi=10.3390%2Fcomputers14090376&partnerID=40&md5=f28d98bcb53908e1117d3290e875a156,"The digitisation of law-enforcement archives is examined with the aim of moving from static analogue records to interoperable semantic information systems. A step-by-step framework for optimal digitisation is proposed, grounded in archival best practice and enriched with artificial-intelligence and semantic-web technologies. Emphasis is placed on semantic data representation, which renders information actionable, searchable, interlinked, and automatically processed. As a proof of concept, a large language model—OpenAI ChatGPT, version o3—was applied to a corpus of narrative police reports, extracting and classifying key entities (metadata, persons, addresses, vehicles, incidents, fingerprints, and inter-entity relationships). The output was converted to Resource Description Framework triples and ingested into a triplestore, demonstrating how unstructured text can be transformed into machine-readable, interoperable data with minimal human intervention. The approach’s challenges—technical complexity, data quality assurance, information-security requirements, and staff training—are analysed alongside the opportunities it affords, such as accelerated access to records, cross-agency interoperability, and advanced analytics for investigative and strategic decision-making. Combining systematic digitisation, AI-driven data extraction, and rigorous semantic modelling ultimately delivers a fully interoperable information environment for law-enforcement agencies, enhancing efficiency, transparency, and evidentiary integrity. © 2025 by the authors.",2025,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,9,14,,Comput.,,,,,,Multidisciplinary Digital Publishing Institute (MDPI),,English,,,Scopus,,,,,,,,Interoperability; Semantic Web; Ontology; interoperability; Public administration; Digitisation; Metadata; Information use; Law enforcement; Advanced Analytics; archive digitization; Archive digitization; artificial intelligence; Data mining; Decision making; digital transformation; Digital transformation; Enforcement authorities; knowledge representation; Knowledge representation; Knowledge-representation; law-enforcement authorities; Law-enforcement authority; ontologies; Ontology's; Personnel training; Quality assurance; Security of data; Semantic systems; semantic web; Semantic-Web; SPARQL queries; SPARQL query; LR_Query: Scopus_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:20:12,EC1 – Off-topic
109,NWPFB78A,journalArticle,2018,,"7th International Conference on Electronic Government and the Information Systems Perspective, EGOVIS 2018",Lecture Notes in Computer Science,,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052852353&partnerID=40&md5=6366aabbb12a8fa1cbd345e0650f9ab2,"The proceedings contain 20 papers. The special focus in this conference is on Electronic Government and the Information Systems Perspective. The topics include: PrOnto: Privacy ontology for legal reasoning; semantic interoperability of multilingual language resources by automatic mapping; the right to know and digital technology: Proactive and reactive transparency in the Italian legal system; quality issues of public procurement open data; Open data research challenges in the EU; platforms of ideas management and open innovation: The crowdstorm approach applied to public university in Brazil; emerging data governance issues in big data applications for food safety; BI end-user segments in the public health sector; workload balancing in the hungarian public administration; the effects of co-creation on citizens’ intentions to accept virtual civil servants; meeting the migration challenges at local governance level by small scale population projections; critical factors that impact process management implementation strategies: A case study of a government agency; improving opinion analysis through statistical disclosure control in evoting scenarios; Key factors in coping with large-scale security vulnerabilities in the eID field; discovering and analyzing alignment problems in a public organization; young People’s views of municipality websites: Use, attitudes, and perception of quality; knowledge in government: New directions: Keynote – Extended abstract; connecting, integrating and empowering society for social control through distance education.",2018,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,11032 LNCS,,Lect. Notes Comput. Sci.,,,,,,Springer Verlag service@springer.de,,English,,,Scopus,,,,,,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,⛔ No DOI found,"Francesconi, E.; Ko, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:20:32,EC4 – Non-scholarly publication type
166,YDA5VNTM,conferencePaper,2013,"Segedinac, M.; Savić, S.; Zora, K.; Surla, S.",Software tool for automatic population of MLO-AD ontology from accreditation documents,"SISY - IEEE Int. Symp. Intelligent Syst. Informatics, Proc.",9781479903054 (ISBN),,10.1109/SISY.2013.6662556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892517293&doi=10.1109%2FSISY.2013.6662556&partnerID=40&md5=2831d04948574422ad44f887b99df82e,"Internationalization of higher education requires curriculum communication between educational institutions, as well as access to information about learning opportunities and/or achieved outcomes for other users like students, prospective employers and administrative institutions. In order to establish the interoperability in the field, European Union has adopted the metadata model MLO-AD (Metadata for Learning Opportunities - Advertising) as a standard CWA 15903:2008. The software tool presented in this paper is a part of the comprehensive software platform supporting international curriculum communication which relies on MLO-AD metadata standard and Semantic Web. The software tool is aimed at automated population of MLO-AD ontology from higher education institutions' accreditation documentation. © 2013 IEEE.",2013,2026-01-17 07:02:48,2026-01-17 07:09:03,,129-133,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: SISY - IEEE Int. Symp. Intelligent Syst. Informatics, Proc.",,,,Metadata; Intelligent systems; Higher education institutions; Curricula; Metadata Standards; Accreditation; Automatic populations; Communication; Computer software; Educational institutions; Information science; Internationalization of higher educations; Learning opportunity; Prospective employers; Software platforms; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:21:08,EC1 – Off-topic
42,8IF77S7A,conferencePaper,2023,"Pappis, C.; Zeginis, D.; Tambouris, E.; Tarabanis, K.",Designing an API for the Provision of Public Service Information Based on CPSV-AP,Lect. Notes Bus. Inf. Process.,18651348 (ISSN); 9783032045119 (ISBN); 9783642357015 (ISBN); 9783030057664 (ISBN); 9783031602597 (ISBN); 9783662471562 (ISBN); 9783319741604 (ISBN); 9783031616563 (ISBN); 9783031161674 (ISBN); 3642018556 (ISBN); 9783642280818 (ISBN),,10.1007/978-3-031-30694-5_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161453552&doi=10.1007%2F978-3-031-30694-5_22&partnerID=40&md5=a8dcb3554c845cddfab8196149234c25,"The provision of public services (PS) is at the heart of public authority operations as it directly affects citizens’ lives and the prosperity of society. Part of PS provision is publishing PS descriptions in online catalogues to inform citizens and promote transparency. The European Union has developed the Core Public Service Vocabulary Application Profile (CPSV-AP) as a PS data model to facilitate PS catalogue creation and promote semantic interoperability. The use of CPSV-AP is increasing within the European Union leading to a number of relevant PS descriptions that are also potentially beneficial for the implementation of the Single Digital Gateway (SDG) regulation. However, the use of heterogeneous, some times not very popular technologies (e.g. RDF) to provide access to such data hinders their further uniform exploitation. Towards this problem definition, Application Programming Interfaces (APIs) can provide a uniform, easily-consumable way of serving such data hiding any heterogeneity of the underlying technologies. The aim of this paper is to design and implement an API to serve data based on CPSV-AP facilitating the implementation of the SDG and the further exploitation of data at added value services and tools e.g. chatbots. The paper describes the requirements, use cases, design choices and implementation details of the API. We anticipate that the proposed API will help towards the further adoption of CPSV-AP by facilitating and homogenizing the consumption of relevant data. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2023,2026-01-17 07:02:47,2026-01-17 07:09:03,,291-304,,,464 LNBIP,,,,,,,,Springer Science and Business Media Deutschland GmbH,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Bus. Inf. Process.,,,,Interoperability; Semantics; European union; Public services; Resource Description Framework (RDF); API; Application programming interfaces (API); Applications programming interfaces; Core public service vocabulary application profile; CPSV-AP; e-Government; eGovernment; Public authorities; public service; Public service provisions; Service description; Service information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Papadaki, M.; Rupino da Cunha, P.; Themistocleous, M.; Christodoulou, K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Business Information Processing,,,,,,,,,,,,,,,,0,2026-01-21 16:21:22,EC1 – Off-topic
126,GA9BXNBY,journalArticle,2017,"Salvadori, I.L.; Huf, A.; Oliveira, B.C.N.; Dos Santos Mello, R.; Siqueira, F.",Improving entity linking with ontology alignment for Semantic microservices composition,International Journal of Web Information Systems,,17440084 (ISSN),10.1108/IJWIS-04-2017-0029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028851733&doi=10.1108%2FIJWIS-04-2017-0029&partnerID=40&md5=2ee49d826aef7927abcd51bb2eaa35a8,"Purpose: This paper aims to propose a method based on Linked Data and Semantic Web principles for composing microservices through data integration. Two frameworks that provide support for the proposed composition method are also described in this paper: Linkedator, which is responsible for connecting entities managed by microservices, and Alignator, which aligns semantic concepts defined by heterogeneous ontologies. Design/methodology/approach: The proposed method is based on entity linking principles and uses individual matching techniques considering a formal notion of identity. This method imposes two major constraints that must be taken into account by its implementation: architectural constraints and resource design constraints. Findings: Experiments were performed in a real-world scenario, using public government data. The obtained results show the effectiveness of the proposed method and that, it leverages the independence of development and composability of microservices. Thereby, the data provided by microservices that adopt heterogeneous ontologies can now be linked together. Research limitations/implications: This work only considers microservices designed as data providers. Microservices designed to execute functionalities in a given application domain are out of the scope of this work. Originality/value: The proposed composition method exploits the potential data intersection observed in resource-oriented microservice descriptions, providing a navigable view of data provided by a set of interrelated microservices. Furthermore, this study explores the applicability of ontology alignments for composing microservices. © 2017 Emerald Publishing Limited.",2017,2026-01-17 07:02:48,2026-01-17 07:09:03,,302-323,,3,13,,Int. J. Web Inf. Syst.,,,,,,"Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA",,English,,,Scopus,,,,,,,,Semantic Web; Ontology; Data integration; Linked Data; Data handling; Linked datum; Ontology alignment; Architectural constraints; Codes (symbols); Design/methodology/approach; Heterogeneous ontology; Microservices; Real-world scenario; Service composition; Service compositions; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:21:37,EC1 – Off-topic
245,2MZSIXW5,conferencePaper,2008,"Dos Santos, I.J.G.; Madeira, E.R.",Transparency in citizen-centric services - A traceability-based approach on the semantic web,"ICEIS - Int. Conf. Enterp. Inf. Syst., Proc.",9789898111395 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049153154&partnerID=40&md5=f3188ab3ed4e52262923d26f3fbb7597,"The search for effective strategies to increase the transparency in public administration processes is becoming a key issue for governments and for the success of the new citizen-centric services and applications. Also, the application of service-oriented architectures, semantics and ontologies is gaining momentum as an alternative to fulfill the inherent e-Government interoperability and dynamism demands. Considering the challenges introduced by this new scenario, this paper contributes proposing an approach to monitor and audit composite e-Government services. The solution is based on a set of Traceability Policies modeled and implemented over a semantically-enriched and service-oriented middleware (CoGPlat).",2008,2026-01-17 07:02:49,2026-01-17 07:09:03,,184-189,,,SAIC,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: ICEIS - Int. Conf. Enterp. Inf. Syst., Proc.",,,,Semantic Web; Ontology; Semantics; Web services; Information systems; Government data processing; Information theory; e-Government; Information services; Transparency; Government services; World Wide Web; Semantic web services; Computer software; Management; Middleware; Gaining momentums; Optical properties; Public administrations; Service-oriented architectures; Services and applications; Traceability; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 16:21:51,EC1 – Off-topic
