"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4JUUUAE4","conferencePaper","2007","Ortiz-Rodríguez, F.; Palma, R.; Villazon-Terrazas, B.","EgoIR: Ontology-based information retrieval intended for eGovernment","INFORMATIK - Inform. Trifft Logistik, Beitrage Jahrestag. Ges. Inform. e.V. (GI)","9783885792031 (ISBN); 9783885792048 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874240493&partnerID=40&md5=938f61b177cdbc55b6590439c5c76b7a","The eGovernment is a field of applications for the Semantic Web. The eGovernment also is becoming an important research area and faces considerable challenges to achieve interoperability because of the semantic differences of interpretation, complexity and width of scope. It is however an open question how to apply these techniques fruitfully in the eGovernment domain. This paper addresses the importance of providing a semantic application that, within the eGovernment domain, is capable of dealing with the issue of the retrieval of government documentation in a timely and accurate way. In this paper, we present an approach ontology-based for retrieving government information.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","237-241","","","1","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: INFORMATIK - Inform. Trifft Logistik, Beitrage Jahrestag. Ges. Inform. e.V. (GI)","","","","Ontology-based; Semantic difference; e-Government; Government information; eGovernment domain; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCUTGLJG","conferencePaper","2007","Ni, N.; Xinli, Z.; Zhu, Z.","A semantic Web Service-oriented model for e-commerce","Int. Conf. Services Systems Services Manage. Proc. ICSSSM","9781424408856 (ISBN); 1424408857 (ISBN)","","10.1109/ICSSSM.2007.4280191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549130677&doi=10.1109%2FICSSSM.2007.4280191&partnerID=40&md5=e77f199b39ef41ef03bf421a2a211671","E-commerce on the internet provides a high level of flexibility and openness, but it still has many drawbacks due to the heterogeneity of the exchanged information. Web Services have added a new level of functionality on top of current Web, enabling the use and combination of distributed functional components within and across company boundaries, but they offer only syntactical description that are hardly amenable to automation. Developments in the field of Semantic Web Services (SWS) show the opportunity of adding higher semantic levels to the existing frameworks, to improve their usage and ease scalability. In this paper, we outline a Semantic Web e-commerce in which data sources and services are made available through SWS, described by ontologies, allowing interoperability as well as reasoning to create a comprehensive response adapted to user goals. We present a semantic web service oriented model for e-commerce, aiming to integrate the development of Semantic Web services using the WSMO into ISR-III framework, it can also be applied to e-government. © 2007 IEEE.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","","","","","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: Int. Conf. Services Systems Services Manage. Proc. ICSSSM","","","","Interoperability; Semantic Web; Ontology; Web services; Web service; Data structures; Heterogeneity; WSMO; Electronic commerce; IRS-III; Data sources; Distributed functional components; e-commerce; Exchanged information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTSS7UIP","journalArticle","2007","Arbona, A.; Benkner, S.; Engelbrecht, G.; Fingberg, J.; Hofmann-Apitius, M.; Kumpf, K.; Lonsdale, G.; Woehrer, A.","A service-oriented grid infrastructure for biomedical data and compute services","IEEE Transactions on Nanobioscience","","15361241 (ISSN)","10.1109/TNB.2007.897438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249990058&doi=10.1109%2FTNB.2007.897438&partnerID=40&md5=559adff37b32c36f864b8c7e200d949b","Service-oriented Grid technologies are increasingly utilized for the realization of future biomedical IT infrastructures since they offer unprecedented opportunities for the integration of advanced analysis and simulation applications as well as distributed heterogeneous data sources and information systems. The European Union's @neurIST project is developing a Grid-based IT infrastructure for the management of all processes linked to research, diagnosis, and treatment development for complex and multifactorial diseases encompassing data repositories, computational analysis services, and information systems handling multiscale, multimodal information at distributed sites. This paper provides an overview of the @neurIST Grid middleware and outlines the infrastructure offered for the provision of advanced compute and data services to support computationally demanding modeling and simulation tasks and to access heterogeneous distributed data sources through semantic integration. © 2007 IEEE.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","136-141","","2","6","","IEEE Trans. Nanobiosci.","","","","","","","","English","","","Scopus","","","","","","","","Ontology; Web services; Databases, Factual; information system; semantics; Ontologies; Information services; Diseases; Internet; computer simulation; clinical research; Medical computing; Computational Biology; Database Management Systems; Information Storage and Retrieval; Data repositories; computer analysis; computer model; computer program; review; Grid computing; Middleware; Management information systems; Data sources; Computational methods; computer assisted diagnosis; computer input device; computer interface; Data mediation; Molecular Biology; On demand supercomputing; On-demand supercomputing; reference database; User-Computer Interface; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8LZG5JF","journalArticle","2007","Doǧaç, A.; Erturkmen, G.B.; Aden, T.; Eichelberg, M.","Enhancing IHE XDS for federated clinical affinity domain support","IEEE Transactions on Information Technology in Biomedicine","","10897771 (ISSN)","10.1109/TITB.2006.874928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047139372&doi=10.1109%2FTITB.2006.874928&partnerID=40&md5=8b5c5743e8d785edf2173c2373c99a1d","One of the key problems in healthcare informatics is the inability to share patient records across enterprises. To address this problem, an important industry initiative called ""integrating the healthcare enterprise (IHE)"" specified the ""cross enterprise document sharing (XDS)"" profile. In the IHE XDS, healthcare enterprises that agree to work together form a ""clinical affinity domain"" and store healthcare documents in an ebXML registry/repository architecture to facilitate their sharing. The affinity domains also agree on a common set of policies such as coding lists to be used to annotate clinical documents in the registry/ repository and the common schemes for patient identification. However, since patients expect their records to follow them as theymove from one clinical affinity domain to another, there is a need for affinity domains to be federated to enable information exchange. In this paper, we describe how IHE XDS can be enhanced to support federated clinical affinity domains. We demonstrate that federation of affinity domains are facilitated when ontologies, rather than coding term lists, are used to annotate clinical documents. Furthermore, we describe a patient identification protocol that eliminates the need to keep a master patient index file for the federation. © 2007 IEEE.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","213-221","","2","11","","IEEE Trans Inf Technol Biomed","","","","","","","","English","","","Scopus","","","","","","","","Interoperability; Semantics; Electronic data interchange; Electronic document exchange; Semantic interoperability; eHealth; article; information retrieval; European Union; data base; organization and management; methodology; Database Management Systems; Hospital data processing; Information Storage and Retrieval; medical record; Medical Records Systems, Computerized; computer interface; User-Computer Interface; Automatic indexing; Clinical affinity domain; Clinical document sharing; Cross enterprise document sharing; Delivery of Health Care, Integrated; integrated health care system; Integrating the healthcare enterprise; Patient identification; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF3QC6I3","journalArticle","2007","Czerwinski, A.; Kolbe, T.H.; Plümer, L.; Stöcker-Meier, E.","EU noise mapping","GEO: connexion","","14768941 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947391274&partnerID=40&md5=8a617ecf7c0d39c30af6a86019acaa14","Important time-saving benefits are possible in 3D geodata acquisition that involve main road traffic and industrial activity sites, if Spatial Data Infrastructures (SDI) employ noise mapping through different strategies, other than entirely centralized and decentralized options. These include the use of the existing state SDI structures where the centralized provision of statewide available in 3D geodata via SDI and the centralized processing of main road traffic. Total financial savings are estimated at 60% of the total costs. Also, remarkable savings of 50% sectoral costs can be made in the sector of main road traffic, if the road traffic geodata are centralized for all main roads and the environmental noise mapping is centrally processed for all main roads outside of the urban agglomerations. A quantification of the costs for geodata integration caused by the use of different data models, accuracies and techniques for the extraction of 3D geodata can be determined. However, there are problems relating to interoperability of syntactic and geometrical data. A solution for syntactic interoperability problems will be the use of Geography Markup Language (GML) as an interoperable geodata exchange format. The new extended CityGML modeling language for 3D geodata storage and exchange is useful for solving semantic interoperability problems.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","20-22","","3","6","","GEO connexion","","","","","","","","English","","","Scopus","","","","","","","","data processing; mapping; European Union; spatial data; noise; road transport; urban area; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWAAAJJI","journalArticle","2007","","7th IFIP International Conference on e-Business, e-Services, and e-Society, I3E 2007","IFIP Advances in Information and Communication Technology","","18684238 (ISSN); 9783032007766 (ISBN); 9783031962301 (ISBN); 9783031949234 (ISBN); 9783031971143 (ISBN); 9783031962387 (ISBN); 9783031965210 (ISBN); 9780387291215 (ISBN); 9783319900223 (ISBN); 9783319162737 (ISBN); 1402080697 (ISBN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902343674&partnerID=40&md5=1fae257744fc45a7421f46d4b7c51802","The proceedings contain 72 papers. The special focus in this conference is on E-Business, E-Services, and E-Society. The topics include: Measuring the performance of G2G services in Iran; the study on the architecture of public knowledge service platform based on collaborative innovation; wiki-based knowledge sharing in a knowledge-intensive organization; Web 2.0 applications in china; on the standardization of semantic web services-based network monitoring operations; service-oriented software testing platform; research on externalization of tacit knowledge based on Web2.0; application of electronic business in safe accident prevention and control on coalface; on the potential of web services in network management; a concept model of public medical service system based-on cell phone mobile platform; an integrated model in e-government based on semantic web, web service and intelligent agent; electronic commerce in tourism in china; customer's perception and intentions on online travel service delivery; research on the impetus mechanism of insitutional repositories; study on influencing factor analysis and application of consumer mobile commerce acceptance; analysis and modelling of willingness to receive reward for relay in ad hoc networks; a keyword extraction based model for web advertisement; study on personalized recommendation model of internet advertisement; QoE - quality of experience - a conceptual essay; inter-organization cooperation for care of the elderly; an investigation and analysis of web services in major subject based information gateways in the world; a process model of partnership evolution around new IT initiatives; design of a Web2.0-based knowledge management platform; AN access control model of workflow system integrating RBAC and TBAC; study on technological innovation risk of china's e-services; research of default rules mining model based on reduced lattice; WSDRI-based semantic web service discovery framework; government information access guiding for e-government; an algorithm for semantic web services composition based on output and input matching; ecological analysis on information systems in Web2.0 Era; humanized mandarin e-learning based on pervasive computing; the agent of extracting internet information with lead order; the agent of extracting internet information with lead order; web services composition based on domain ontology and discrete particle swarm optimization; personal knowledge management based on social software; a service-grid-based framework for e-government interoperability; service quality of early childhood education web portals in finnish municipalities; exploring the intelligent and collaborative control for e-government system; evaluating the e-government based on BSC; a new multi-agent approach to adaptive e-education; a research on issues related to RFID security and privacy; role-based administration of user-role assignment and its oracle implementation; an empirical analysis of the determinants of international digital divide; intergration of e-education and knowledge management; spontanous group learning in ambient learning environments; an e-education framework based on semantic web agents; a framework for web usage mining in electronic government; trust-based access control in virtual learning community; driving force of e-society development; research on methods of processing transit IC card information and constructing transit OD matrix; the e-learning system used in the civil servants' job-training; CSPMS supported by information technology and an exploratory discuss of new ways for competitive intelligence on WEB2.0.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","","","","252 VOLUME 2","","IFIP Advances in Information and Communication Technology","","","","","","Springer New York LLC journals@springer-sbm.com","","English","","","Scopus","","","","","","","","LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L6K7UTLR","book","2007","Fensel, D.; Lausen, H.; de Bruijn, J.; Stollberg, M.; Roman, D.; Polleres, A.; Domingue, J.","Enabling semantic web services: The web service modeling ontology","","3540345191 (ISBN); 9783540345190 (ISBN)","","10.1007/978-3-540-34520-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70749092784&doi=10.1007%2F978-3-540-34520-6&partnerID=40&md5=1d6da66a5484a813afd53c13e5c4e7fc","Service-oriented computing is a newly predominant factor in IT research and development. Web services appear to be the middleware solution of the future for highly interoperable distributed software solutions. In parallel, research on the Semantic Web provides the results required to exploit distributed machine-processable data. Organizations like W3C and the EU have begun a number of research projects to combine these research lines into industrial-strength applications. In Enabling Semantic Web Services, Dieter Fensel and his contributors offer a thorough, practical introduction to one of the most promising approaches - the Web Service Modeling Ontology (WSMO). After a brief review of basic technologies and standards of the World Wide Web, the Semantic Web, and Web Services, they examine WSMO from the fundamentals to possible applications in e-commerce, e-government and e-banking; they also describe its relation to other approaches like OWL-S and WSDL-S. With many of the related technologies and standards still under development, this book offers an up-to-date conceptual introduction, plus pointers to future application scenarios for researchers in acad. © Springer-Verlag Berlin Heidelberg 2007.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","","1","","","","","","","","","","Springer Berlin Heidelberg","","English","","","Scopus","","","","Journal Abbreviation: Enabling Semant. Web Serv.: The Web Serv. Model. Ontology Pages: 188 Publication Title: Enabling Semant. Web Serv.: The Web Serv. Model. Ontology","","","","Interoperability; Ontology; Web services; Semantic-Web; e-government; Websites; Software solution; Semantic Web Services; Webs services; Middleware; Research and development; Distributed software; IT research; Processable; Service oriented computing; Web services modelling ontology; WSDL; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUH85ZGP","conferencePaper","2007","Álvarez Sabucedo, L.A.; Rif́on, L.A.","An ontology based architecture for eGovernment environments","Proc IEE Int. Enterprise Distrib. Obj. Comput. Workshop EDOC","15417719 (ISSN); 0769516564 (ISBN); 9781467399333 (ISBN); 9780769528915 (ISBN); 9781538641415 (ISBN); 9781479954704 (ISBN); 9781467392037 (ISBN); 9781424455645 (ISBN); 0769508650 (ISBN); 9780769541631 (ISBN); 0769528910 (ISBN)","","10.1109/EDOCW.2007.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049117143&doi=10.1109%2FEDOCW.2007.4&partnerID=40&md5=4a06322d8b1888e9f2b23409c1f7e6cb","Current fashion systems to interconnect large software architectures are moving toward SOA based solutions. This new paradigm for designing system can be improved, in our opinion, by using semantics. Semantics can a play a main role in boosting interoperability thanks to current technologies to express knowledge and to describe Semantic Web Services (SWS). This paper tackles the provision of a Software Architecture for eGovernment by means of LifeEvents, a semantic modeling tool to describe services in the domain deeply discussed in the paper. ©2008 IEEE.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","165-172","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc IEE Int. Enterprise Distrib. Obj. Comput. Workshop EDOC","","","","Interoperability; Ontology; Web services; Ontology-based; Semantic Model; Current technology; Designing systems; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - IEEE International Enterprise Distributed Object Computing Workshop, EDOCW","","","","","","","","","","","","","","",""
"ZKQF64CD","conferencePaper","2007","Pan, Z.; Qasem, A.; Kanitkar, S.; Prabhakar, F.; Heflin, J.","Hawkeye: A practical large scale demonstration of Semantic Web integration","Lect. Notes Comput. Sci.","03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN)","","10.1007/978-3-540-76890-6_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349070426&doi=10.1007%2F978-3-540-76890-6_39&partnerID=40&md5=5e238bfee4466dce2d5639a7ce94aae7","We discuss our DLDB knowledge base system and evaluate its capability in processing a very large set of real-world Semantic Web data. Using DLDB, we have constructed the Hawkeye knowledge base, in which we have loaded more than 166 million facts from a diverse set of real-world data sources. We use this knowledge base to demonstrate realistic integration queries in egovernment and academic scenarios. In order to support Hawkeye, we extended DLDB with additional reasoning capabilities. At present, the Semantic Web consists of numerous independent ontologies. We demonstrate that OWL can be used to integrate these ontologies and thereby integrate the data sources that commit to them. In terms of performance, we show that the load time of our system is linear on the number of triples loaded. Furthermore, we show that many complex queries have response times under one minute, and that simple queries can be answered in seconds. © Springer-Verlag Berlin Heidelberg 2007.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","1115-1124","","PART 2","4806 LNCS","","","","","","","","Springer Verlag","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Semantic Web; Knowledge based systems; Virtual reality; Large scale systems; Integrated control; Logic programming; Real-world data sources; Real-world Semantic Web data; Reasoning capabilities; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","",""
"4DXRKG8W","conferencePaper","2007","Tang, X.; Yang, F.","A study on dynamic ontology for information integration in E-governmental virtual organization","Int Conf Wirel Commun Networking Mob Comput","1424413125 (ISBN); 9781424413126 (ISBN)","","10.1109/WICOM.2007.890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049042933&doi=10.1109%2FWICOM.2007.890&partnerID=40&md5=ee533c32fd7ccc904c1666a071688a10","In this paper, the research background is E-government virtual organization (EGVO). In order to provide users with the same interface for accessing to semantic data, and to realize knowledge share and reuse among various kinds of governmental resources, this paper brings ontology technology into EGVO information integration. Ontology solves the semantic heterogeneity problem of distributed, heterogeneous and autonomous data source; it can realize the semantic interoperability. However, the governmental objects in EGVO are highly dynamic and unpredictable. The information integration is changing along with the objects, thus the corresponding ontology also needs to be changed. This paper mainly discusses the changing process of dynamic ontology and the correlative methods. © 2007 IEEE.","2007","2026-01-17 07:02:49","2026-01-17 07:09:03","","3600-3604","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","Journal Abbreviation: Int Conf Wirel Commun Networking Mob Comput","","","","Ontology; Information integration; Information systems; Virtual reality; User interfaces; Public policy; Electronic commerce; Research and development management; Dynamic ontology; Dynamic programming; E-government virtual organization (EGVO); LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E246SNJ6","conferencePaper","2006","Gugliotta, A.; Davies, R.; Gutiérrez-Villarías, L.; Tanasescu, V.; Domingue, J.; Rowlatt, M.; Richardson, M.; Clarke, S.","Enhancing data and processes integration and interoperability in emergency situations: A SWS based Emergency Management System","CEUR Workshop Proc.","16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884647445&partnerID=40&md5=2c4596f8cc676bfc1b151bad6c94c58a","In this paper we describe a powerful use case application in the area of emergency situations management in which to illustrate the benefits of a system based on Semantic Web Services (SWS), through the automation of the business processes involved. After creating Web services to provide spatial data to third parties through the Internet, semantics and domain ontologies were added to represent the business processes involved, allowing: ease of access and combination of heterogeneous data from different providers; and automatic discovery, access and composition to perform more complex tasks. In this way, our prototype contributes to better management of emergency situations by those responsible. The work described is supported by the DIP (Data, Information and Process Integration with Semantic Web Services) project. DIP (FP6-507483), an Integrated Project funded under the European Union's IST programme.","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","1-15","","","226","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: CEUR Workshop Proc.","","","","Interoperability; Semantic Web; Web services; Information management; Domain ontologies; Risk management; Heterogeneous data; Emergency situation; Automatic discovery; Emergency management systems; Integrated project; Process integration; Processes integrations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CEUR Workshop Proceedings","","","","","","","","","","","","","","",""
"M2H4TXE8","conferencePaper","2006","","Proceedings of the 1st International Workshop on Applications and Business Aspects of the Semantic Web, SEBIZ 2006, Collocated with the 5th International Semantic Web Conference, ISWC-2006","CEUR Workshop Proc.","16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884635287&partnerID=40&md5=e94463ca22e43efc78a3b7afa666ee3f","The proceedings contain 5 papers. The topics discussed include: Enhancing data and processes integration and interoperability in emergency situations: a SWS based emergency management system; building ontology in public administration: a case study; personalized question answering: a use case for business analysis; OntoCAT: an ontology consumer analysis tool and its use on product services categorization standards; and improving the recruitment process through ontology-based querying.","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","","","","226","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: CEUR Workshop Proc.","","","","LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CEUR Workshop Proceedings","","","","","","","","","","","","","","",""
"CXNKACMX","conferencePaper","2006","Ortiz-Rodríguez, F.; Palma, R.; Villazon-Terrazas, B.","Semantic based P2P system for local e-Government","INFORMATIK - Inform. Menschen, Beitrage Jahrestag. Ges. Inform. e.V. (GI)","9783885791874 (ISBN); 9783885791881 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874257829&partnerID=40&md5=161a0b39b285c6c3e52aaf4d67523f70","The Electronic Government is an emerging field of applications for the Semantic Web where ontologies are becoming an important research technology. The e-Government faces considerable challenges to achieve interoperability given the semantic differences of interpretation, complexity and width of scope. This paper addresses the importance of providing an infrastructure capable of dealing with issues such as: communications between public administrations across government and retrieval of official and non official documents in a timely, secure and accurate way at the back office. A semantic peer-to-peer approach is proposed to enhance the information management at the e-Government domain; this approach is integrated with a Government Information Retrieval system and it reuses the EGO Model which can be deployed within the e-Government context.","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","329-336","","","2","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: INFORMATIK - Inform. Menschen, Beitrage Jahrestag. Ges. Inform. e.V. (GI)","","","","Information management; Government data processing; Semantic difference; e-Government; Electronic government; Government information; Back office; Local e governments; P2P system; Peer-to-peer approach; Research technologies; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9LFEG9M","conferencePaper","2006","Sweet, D.E.","Applying Joint Network Enabled Operations (NEO) project lessons to IOOS/GOOS","OCEANS","9781424401154 (ISBN); 1424401151 (ISBN)","","10.1109/OCEANS.2006.306846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50949096885&doi=10.1109%2FOCEANS.2006.306846&partnerID=40&md5=1eaf0a1ba13b93efa26c70d9d3000365","This paper will suggest initiating a cross-domain dialogue, including lessons learned from another complex system-of-systems development, to (and from) the Global Ocean Observing System (GOOS) and the U.S. Integrated Ocean Observing System (IOOS.) Much of the Joint Network Enabled Operations (NEO) development work for the future global aviation system is analogous to the ongoing development of the IOOS. Further, there have been important practical lessons on elements of advocacy, and related coalitions of stakeholders, which support successful outcomes. During 2005, an initial spiral development and demonstration project was conducted by a government and industry team applying a NEO, system-of-systems approach to develop the next generation aviation system. Like IOOS, this work was performed in support of an interagency customer set (in this case the Joint Planning and Development Office representing DOT/FAA, DoD, DHS, NASA, DOC/NOAA.) This project explored current and future operational concepts, architecture definition, information exchange requirements, data standards and protocols, and strategic and tactical-level decision support (with special emphasis on timely, data-driven collaborative decision making for complex operational problems.) The next spiral development project will be planned and executed in 2006 and 2007. An important area of early user engagement in the NEO development work was the exploration of a generalized data model to represent the data for a widely diverse future set of data suppliers and users. For the traditional air traffic domain of the baseline system, an important part of this is the Flight Data Object. For the diverse set of interagency and private sector users and for future aviation system concepts, this baseline was an inadequate data representation. Similarly, the NEO project systems engineering and test bed development is related to ongoing work in standards and protocols (including semantics, data structures) for the IOOS. ©2006 IEEE.","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","","","","","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: OCEANS","","","","Standards; Decision making; Decision support systems; Information theory; Systems engineering; Project management; Network architecture; File organization; Data structures; Mathematical models; Computer networks; Aviation; Chlorine compounds; Equipment testing; Industrial engineering; Information Exchange Requirements; Joint network; NASA; Ocean currents; Problem solving; Spiral developments; Unmanned vehicles; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQ5CLK8I","conferencePaper","2006","Gatius, M.; González, M.; Militello, S.; Hernández, P.","Integrating semantic web and language technologies to improve the online public administrations services","Proc. Int. Conf. World Wide Web","9781595933232 (ISBN); 1595933239 (ISBN)","","10.1145/1135777.1135908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250662688&doi=10.1145%2F1135777.1135908&partnerID=40&md5=e2f8c57ee2caf3c6794918efb3328d7d","In this paper, we describe how domain ontologies are used in a dialogue system guiding the user to access web public administration contents. The current implementation of the system supports speech (through the telephone) and text mode in different languages (English, Spanish, Catalan and Italian).","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","847-848","","","","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. World Wide Web","","","","Linguistics; Semantic Web; Ontology; Public administration; Information management; Government data processing; Domain ontologies; Government; Ontologies; Query languages; E-government; Language technology; World Wide Web; Formal languages; Management; Catalans; Dialogue system; Dialogue systems; Online public administrations services; Speech processing; System supports; Telephone systems; Web usability; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIUZTNXB","conferencePaper","2006","Gugliotta, A.; Cabral, L.; Domingue, J.","Knowledge modelling for integrating e-Government applications and semantic web services","AAAI Spring Symp. Tech. Rep.","9781577353119 (ISBN); 9781577352655 (ISBN); 9781577356042 (ISBN); 1577352661 (ISBN); 9781577355502 (ISBN); 9781577352662 (ISBN); 9781577355991 (ISBN); 9781577354970 (ISBN); 9781577354130 (ISBN); 9781577352686 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747203529&partnerID=40&md5=7c973017863952e3ae77c005e9ce4e19","Service integration and domain interoperability are the basic requirements in the development of current service-oriented e-Government applications. Semantic Web and, in particular, Semantic Web Service (SWS) technology aim to address these issues. However, the integration between e-Government applications and SWS is not an easy task. We argue that a more complex semantic layer needs to be modeled. The aim of our work is to provide an ontological framework that maps such a semantic layer. In this paper, we describe our approach for creating a project-independent and reusable model, and provide a case study that demonstrates its applicability. Copyright © 2006, American Association for Artificial Intelligence (www.aaai.org). All rights reserved.","2006","2026-01-17 07:02:49","2026-01-17 07:09:03","","21-32","","","SS-06-06","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: AAAI Spring Symp. Tech. Rep.","","","","Semantics; Knowledge based systems; Computer science; Knowledge modelling; World Wide Web; Semantic Web Services; Computer simulation; Information science; Information technology; Computational complexity; e-Government applications; Ontological framework; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
