,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
167,RFV37DWD,journalArticle,2013,"Greenberg, J.; Delgado-Azuara, F.; Hilera, J.; Ruggia, R.",Proposal of a controlled vocabulary to solve semantic interoperability problems in social security information exchanges,Library Hi Tech,,07378831 (ISSN),10.1108/LHT-02-2013-0018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886780396&doi=10.1108%2FLHT-02-2013-0018&partnerID=40&md5=e6ab98b1ada6a3536b44f43dab6194b6,"This report aims to present the state of play of semantic interoperability problems in social security data exchanges. The subject is presented as an open issue and taking into account the circumstances of the exchanges. Electronic exchanges in European Union social security are used as a case study. Semantic level of these exchanges seems to be the weakness and the use of controlled vocabularies is proposed as possible solution. The creation and maintenance of metadata sets are finally considered as a compromise solution. The article proposes a solution for the current semantic problems in electronic exchanges of social security information. The solution could be useful for social security institutions all over the world. © 2013, Emerald Group Publishing Limited",2013,2026-01-17 07:02:48,2026-01-17 07:09:03,,602-619,,4,31,,Libr. Hi Tech,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Metadata; eGovernment; Vocabulary; Social security; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 08:16:06,
194,GP6CHJBY,conferencePaper,2011,"Orlowski, R.; Jahns, V.",Bridging the IT/Process Divide in public administrations by simple semantic interoperability artefacts,"Proc. European Conf. on e-Gov., ECEG",20491034 (ISSN); 9781908272010 (ISBN); 9781910810989 (ISBN); 1905305184 (ISBN); 9781906638085 (ISBN); 9781905305186 (ISBN); 9781909507326 (ISBN); 9781905305001 (ISBN); 9781911218388 (ISBN); 9781910810194 (ISBN); 9781906638634 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870917045&partnerID=40&md5=084edc30a00082a227e810d08de521e5,"Semantic interoperability is an objective that has been addressed in many research projects and publications in the past by the development or presentation of new artefacts (approaches, ontologies, tools, etc.). Mostly, different aspects of semantic interoperability have been addressed, which distinguished these artefacts from each other. But on the other hand, all these artefacts have one characteristic in common: they are big, complex,complicated, not easy to understand for people who are not familiar with the concepts and technology of the Semantic Web, and (sometimes) not easy to integrate into legacy systems. But this is crucial in the context of public administration, because there are small- and medium-sized public authorities, e.g., municipalities with limited resources, as well as big and advanced public authorities with a sufficient amount of resources, but existing information systems that cannot be replaced easily, e.g., because they are customized to local needs. In this work in progress paper the question is posed, how the technology regarding the facilitation of semantic interoperability can be simplified, so that these concepts and technology are first of all more understandable to employees and second easier to implement in small- and medium-sized public authorities like municipalities. A deliberation on this question promises the possibility, that the barriers for using these concepts and technology in municipality can be reduced and, that the municipalities can take advantage of these concepts and technology. Some ideas how this question can be approached are outlined in this poster paper.",2011,2026-01-17 07:02:48,2026-01-17 07:09:03,,657-657,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: Proc. European Conf. on e-Gov., ECEG",,,,Interoperability; Semantic Web; Public administration; Public services; Government data processing; Semantic interoperability; Semantic web; e-Government; eGovernment; Public authorities; Legacy systems; Management; Public service; Technology; Work in progress; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the European Conference on e-Government, ECEG",,,,,,,,,,,,,,,,1,2026-01-21 08:19:31,
83,JWKJ9J8S,conferencePaper,2020,"Viegas, C.; Vasconcelos, A.; Borbinha, J.; Chora, Z.",A Canonical Data Model for Records Management in the Portuguese Public Administration,Lect. Notes Bus. Inf. Process.,18651348 (ISSN); 9783032045119 (ISBN); 9783642357015 (ISBN); 9783030057664 (ISBN); 9783031602597 (ISBN); 9783662471562 (ISBN); 9783319741604 (ISBN); 9783031616563 (ISBN); 9783031161674 (ISBN); 3642018556 (ISBN); 9783642280818 (ISBN),,10.1007/978-3-030-40783-4_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081603620&doi=10.1007%2F978-3-030-40783-4_11&partnerID=40&md5=4cc9afbc51a0fc133064b96192137ec2,"The Portuguese public administration is a highly regulated environment, where business processes are subject to strong requirements for records management. Therefore business metadata must be produced and maintained along with the regular business objects, to enable effective information exchange. In that sense, when entities of this domain engage in exchanges of information, it is helpful for those involved if also the metadata produced can be exchanged, which requires it to be commonly understood. This research proposes a Canonical Data Model that supports semantic interoperability in the Portuguese public administration, by defining a set of metadata elements for describing records. The proposed solution is compared against other related data models, and its qualities are assessed using the Bruce-Hillman metadata quality framework. Furthermore, the analysis of the proposed solution reveals the proposed model promotes semantic interoperability within the Portuguese public administration, by ensuring the information exchanged retains its original business context meaning. © Springer Nature Switzerland AG 2020.",2020,2026-01-17 07:02:47,2026-01-17 07:09:03,,210-249,,,378 LNBIP,,,,,,,,Springer,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Bus. Inf. Process.,,,,Interoperability; Semantics; Public administration; Metadata; Information management; Information systems; Information use; Information exchanges; Semantic interoperability; Metadata quality; Business Process; Business contexts; Business objects; Canonical data model; Canonical Data Model; Records management; Records management metadata; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Filipe, J.; Smialek, M.; Brodsky, A.; Hammoudi, S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Business Information Processing,,,,,,,,,,,,,,,,1,2026-01-21 08:21:58,
64,9HTHCVMP,journalArticle,2021,"Pérez, F.J.; García S, A.; Garrido, V.J.; Esteve, M.; Zambrano-Vizuete, M.",C2 Advanced Multi-domain Environment and Live Observation Technologies,"International Journal of Computers, Communications and Control",,18419836 (ISSN),10.15837/IJCCC.2021.6.4251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125381695&doi=10.15837%2FIJCCC.2021.6.4251&partnerID=40&md5=ec38a8c1571b359767399f6316e6993b,"Nowadays, the free movement of people and goods within the European Union is one of the topical issues. Each member state and border practitioner exploits its own set of assets in their goal of border surveillance and control. States have invested significantly in these assets and infrastructures necessary to manage and control the transit in the border areas. As new capabilities and assets become available and as current Command and Control (C2) systems become older, border control practitioners are faced with the increasing challenge of how to integrate new assets, command and control all of them in a coordinated and coherent way without having to invest in a completely new C2 systems built from the ground up. Therefore, and bearing in mind that the systems already developed up to date are very old and are not framed in a global standard data model, it has been identified, on one side the need to define a platform that allows to interact with multiple UxVs (land, sea and air), and on the other, unify all data models so that it can globalize and generate a much more concise analysis of what happens in places of conflict. © 2021. by the authors.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,6,16,,Int. J. Comput. Commun. Control,,,,,,Agora University,,English,,,Scopus,,,,,,,,Border Control; Distributed Infrastructure; Situational Awareness; UxVs; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 08:23:26,
147,48DQJLVG,journalArticle,2015,"Wright, D.G.; Harrison, K.A.; Watkins, J.",Automated tagging of environmental data using a novel SKOS formatted environmental thesaurus,Earth Science Informatics,,18650473 (ISSN),10.1007/s12145-014-0183-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925014012&doi=10.1007%2Fs12145-014-0183-1&partnerID=40&md5=b7e8ccb5dd8fe65d5a9b7ed08a1b2079,"There is increasing need to use the widest range of data to address issues of environmental management and change, which is reflected in increasing emphasis from government funding agencies for better management and access to environmental data. Bringing together different environmental datasets to confidently enable integrated analysis requires reference to common standards and definitions, which are frequently lacking in environmental data, due to the broad subject area and lack of metadata. Automatic inclusion within datasets of controlled vocabulary concepts from publicly available standard vocabularies facilitates accurate annotation and promotes efficiency of metadata creation. To this end, we have developed a thesaurus capable of describing environmental chemistry datasets. We demonstrate a novel method for tagging datasets, via insertion of this thesaurus into a Laboratory Information Management System, enabling automated tagging of data, thus promoting semantic interoperability between tagged data resources. Being web available, and formatted using the Simple Knowledge Organisation System (SKOS) semantic standard, this thesaurus is capable of providing links both to and from other relevant thesauri, thus facilitating a linked data approach. Future developments will see extension of the thesaurus by the user community, in terms of both concepts included and links to externally hosted vocabularies. By employing a Linked Open Data approach, we anticipate that Web-based tools will be able to use concepts from the thesaurus to discover and link data to other information sources, including use in national assessment of the extent and condition of environmental resources. © 2014, Springer-Verlag Berlin Heidelberg.",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,103-110,,1,8,,Earth Sci. Informatics,,,,,,Springer Verlag,,English,,,Scopus,,,,,,,,Standards; Metadata; Annotation; data set; management practice; SKOS; Thesaurus; automation; Data tagging; Environmental chemistry; environmental management; integrated approach; new record; Vocabularies; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 08:29:06,
159,U9ZNV6NY,conferencePaper,2014,"Francesconi, E.",An interoperability approach for enabling access to e-justice systems across Europe,Lect. Notes Comput. Sci.,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),,10.1007/978-3-319-10178-1_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906847392&doi=10.1007%2F978-3-319-10178-1_3&partnerID=40&md5=713f2049f306eb1d562e6046fa1ee4cf,"The creation of a pan-European area of Justice is one of the leading policies of the EU: to this aim the development of e-Justice services across Europe has been promoted within the e-CODEX project. In this paper an overview of the e-Justice platform architecture developed by e-CODEX, as well as the semantic solution conceived to transmit business documents in the domain of Justice within a scenario characterized by different languages and different legal systems, are described. © 2014 Springer International Publishing.",2014,2026-01-17 07:02:48,2026-01-17 07:09:03,,26-40,,,8650 LNCS,,,,,,,,Springer Verlag service@springer.de,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Comput. Sci.,,,,Interoperability; Semantics; Information systems; Knowledge representation; Government data processing; Semantic interoperability; Domain model; Document model; Document Modeling; Domain Modeling; E justices; e-Delivery; e-Justice; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Computer Science,,,,,,,,,,,,,,,,1,2026-01-21 09:53:53,
263,R8LZG5JF,journalArticle,2007,"Doǧaç, A.; Erturkmen, G.B.; Aden, T.; Eichelberg, M.",Enhancing IHE XDS for federated clinical affinity domain support,IEEE Transactions on Information Technology in Biomedicine,,10897771 (ISSN),10.1109/TITB.2006.874928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047139372&doi=10.1109%2FTITB.2006.874928&partnerID=40&md5=8b5c5743e8d785edf2173c2373c99a1d,"One of the key problems in healthcare informatics is the inability to share patient records across enterprises. To address this problem, an important industry initiative called ""integrating the healthcare enterprise (IHE)"" specified the ""cross enterprise document sharing (XDS)"" profile. In the IHE XDS, healthcare enterprises that agree to work together form a ""clinical affinity domain"" and store healthcare documents in an ebXML registry/repository architecture to facilitate their sharing. The affinity domains also agree on a common set of policies such as coding lists to be used to annotate clinical documents in the registry/ repository and the common schemes for patient identification. However, since patients expect their records to follow them as theymove from one clinical affinity domain to another, there is a need for affinity domains to be federated to enable information exchange. In this paper, we describe how IHE XDS can be enhanced to support federated clinical affinity domains. We demonstrate that federation of affinity domains are facilitated when ontologies, rather than coding term lists, are used to annotate clinical documents. Furthermore, we describe a patient identification protocol that eliminates the need to keep a master patient index file for the federation. © 2007 IEEE.",2007,2026-01-17 07:02:49,2026-01-17 07:09:03,,213-221,,2,11,,IEEE Trans Inf Technol Biomed,,,,,,,,English,,,Scopus,,,,,,,,"Interoperability; Semantics; Electronic data interchange; Electronic document exchange; Semantic interoperability; eHealth; article; information retrieval; European Union; data base; organization and management; methodology; Database Management Systems; Hospital data processing; Information Storage and Retrieval; medical record; Medical Records Systems, Computerized; computer interface; User-Computer Interface; Automatic indexing; Clinical affinity domain; Clinical document sharing; Cross enterprise document sharing; Delivery of Health Care, Integrated; integrated health care system; Integrating the healthcare enterprise; Patient identification; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 09:56:55,
119,2K3QYYGT,conferencePaper,2017,"Akatkin, Y.; Yasinovskaya, E.; Bich, M.G.; Shilin, A.V.",Application of semantic integration methods for cross-agency Information sharing in healthcare,CEUR Workshop Proc.,16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040323351&partnerID=40&md5=e233fedea22c42d3f8198ec2869163dd,"Cross-agency Information sharing is a basic feature of digital economy in public sector. Heterogeneous environment is inherent for the public sector as well as for other industries, which are ready to digital transformations. The application of integration methods should guarantee the achievement of unambiguous meaningful interpretation of data. The article represents comparative analysis of basic integration approaches: (1) classic interaction via mediators, (2) integrated data model (XML-based models implementation) and (3) semantic integration. We defined the advantages of semantic integration and confirmed the possibility to use semantic core as a basis for a digital health ecosystem. We implemented the example of semantic integration in healthcare within the project of Plekhanov Russian University of Economics named the ""Center of semantic integration"". © 2017 Yury M. Akatkin, Elena D. Yasinovskaya, Michael G. Bich, Andrey V. Shilin.",2017,2026-01-17 07:02:48,2026-01-17 07:09:03,,324-329,,,2023,,,,,,,,CEUR-WS,,English,,,Scopus,,,,Journal Abbreviation: CEUR Workshop Proc.,,,,Semantics; Information dissemination; Integration; Data integration; Information exchanges; Semantic interoperability; Health care; Ecosystems; Semantic integration; Information sharing; Information analysis; Cross-agency interaction; Digital economy; Digital ecosystem; Digital health; Domain data model; Ecology; Economics; Information exchange; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Korenkov, V.; Nechaevskiy, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEUR Workshop Proceedings,,,,,,,,,,,,,,,,1,2026-01-21 09:57:50,
98,9GDMBG8Y,conferencePaper,2018,"Khan, U.M.; Kothari, H.; Kuchekar, A.; Koshy, R.",Common Data Model for Healthcare Data,"Int. Conf. Comput., Commun. Netw. Technol., ICCCNT",9781538644300 (ISBN),,10.1109/ICCCNT.2018.8493901,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056862557&doi=10.1109%2FICCCNT.2018.8493901&partnerID=40&md5=127ea816a2f4909394d7b4f05bf78935,"There is a huge volume of data made openly available to the masses on Government data sites such as the www.data.gov.in. However, it is very difficult to make sense between data from two different data sets or different domains. As a result a lot of time is spent in just collecting and linking this data from various sources before it can be put to use. A potential solution to this problem is using a Common Data Model. A Common Data Model is a data silo or warehouse which can accommodate any data from any source in one pre-designed format. In this paper we discuss an ETL process that allows users to remodel and store data, and a proposed schema for a Common Data Model which will house this transformed data under one roof. We also perform our own analysis on the proposed data model for a particular use-case; state-wise statistics of data related to pregnancy in India. Thus we prove that the common data model is able to integrate data from different sources and facilitate cross domain analysis and linking of data. © 2018 IEEE.",2018,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: Int. Conf. Comput., Commun. Netw. Technol., ICCCNT",,,,Data warehouses; Cross-domain; Data silos; Columnar database; Common data model; Common Data Model; Computer programming; Computer science; Data Warehouse; Different domains; ETL Extract Transform Load; ETL process; Extract transform loads; Mapping file; Use-case; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 09:58:52,
101,7A9CQ7TP,conferencePaper,2018,"Khan, U.M.; Kothari, H.; Kuchekar, A.; Koshy, R.",Common data model for healthcare data,"IEEE Int. Conf. Recent Trends Electron., Inf. Commun. Technol., RTEICT - Proc.",9781538624401 (ISBN),,10.1109/RTEICT42901.2018.9012520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081788848&doi=10.1109%2FRTEICT42901.2018.9012520&partnerID=40&md5=564c06b9d2577fd37444c6a7c4cfdcee,"There is a huge volume of data made openly available to the masses on Government data sites such as the www.data.gov.in. However, it is very difficult to make sense between data from two different data sets or different domains. As a result a lot of time is spent in just collecting and linking this data from various sources before it can be put to use. A potential solution to this problem is using a Common Data Model. A Common Data Model is a data silo or warehouse which can accommodate any data from any source in one pre-designed format. In this paper we discuss an ETL process that allows users to remodel and store data, and a proposed schema for a Common Data Model which will house this transformed data under one roof. We also perform our own analysis on the proposed data model for a particular use-case; state-wise statistics of data related to pregnancy in India. Thus we prove that the common data model is able to integrate data from different sources and facilitate cross domain analysis and linking of data. © 2018 IEEE.",2018,2026-01-17 07:02:48,2026-01-17 07:09:03,,1450-1457,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: IEEE Int. Conf. Recent Trends Electron., Inf. Commun. Technol., RTEICT - Proc.",,,,Data warehouses; Cross-domain; Data silos; Common data model; Common Data Model; Different domains; ETL Extract Transform Load; ETL process; Extract transform loads; Mapping file; Data warehouse; Electronics engineering; Electronics industry; Scan file; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 09:58:57,
173,INALT48S,conferencePaper,2013,"Shi, L.; Roman, D.; Berre, A.J.",SBVR as a semantic hub for integration of heterogeneous systems - A case study and experience report,CEUR Workshop Proc.,16130073 (ISSN); 9789666544899 (ISBN); 9788073780029 (ISBN); 9788024810256 (ISBN); 9789986342748 (ISBN); 9788073781712 (ISBN); 9782954494807 (ISBN); 9788024823911 (ISBN); 9789562361989 (ISBN); 8024810255 (ISBN); 807378002X (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899449626&partnerID=40&md5=a043670c57a9e35915548ccdf33785d6,"Extracting integration rules to handle semantic heterogeneity is one of the main challenges of achieving seamless connectivity between distributed systems. Semantics of Business Vocabulary and Rules (SBVR)'s machine and human readability and platform independence make it potentially suitable and interesting to study, as a central semantic hub of different systems. Semantic heterogeneity can be identified by comparing and analyzing vocabularies, fact models and business rules in the hub. Integration rules can then be extracted based on the semantic heterogeneity analysis. This article investigates and evaluates the usage of SBVR in heterogeneous systems integration. It provides a real-life case study and experience report on extracting integration rules based on an analysis of two Norwegian public sector's heterogeneous IT-systems modeled in SBVR.",2013,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,1004,,,,,,,,CEUR-WS,,English,,,Scopus,,,,Journal Abbreviation: CEUR Workshop Proc.,,,,Semantics; Semantic heterogeneity; Integration; Vocabulary; Computer programming languages; Fact models; Heterogeneity; Integration rule; Integration rules; Ontology mismatch; Ontology mismatches; Rules; SBVR; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEUR Workshop Proceedings,,,,,,,,,,,,,,,,1,2026-01-21 10:00:21,
48,7HXK2AXW,journalArticle,2022,"Akroyd, J.; Harper, Z.; Soutar, D.; Farazi, F.; Bhave, A.; Mosbach, S.; Kraft, M.",Universal Digital Twin: Land use,Data-Centric Engineering,,,10.1017/dce.2021.21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124689417&doi=10.1017%2Fdce.2021.21&partnerID=40&md5=cfab0097cbfeac5eaa001f17dad7f900,"This article develops an ontological description of land use and applies it to incorporate geospatial information describing land coverage into a knowledge-graph-based Universal Digital Twin. Sources of data relating to land use in the UK have been surveyed. The Crop Map of England (CROME) is produced annually by the UK Government and was identified as a valuable source of open data. Formal ontologies to represent land use and the geospatial data arising from such surveys have been developed. The ontologies have been deployed using a high-performance graph database. A customized vocabulary was developed to extend the geospatial capabilities of the graph database to support the CROME data. The integration of the CROME data into the Universal Digital Twin is demonstrated in two use cases that show the potential of the Universal Digital Twin to share data across sectors. The first use case combines data about land use with a geospatial analysis of scenarios for energy provision. The second illustrates how the Universal Digital Twin could use the land use data to support the cross-domain analysis of flood risk. Opportunities for the extension and enrichment of the ontologies, and further development of the Universal Digital Twin are discussed. © The Author(s), 2022. Published by Cambridge University Press.",2022,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,1,3,,Data-Centric Eng.,,,,,,Cambridge University Press,,English,,,Scopus,,,,,,,,Ontology; Ontology's; Graph database; Graphic methods; Knowledge graphs; Open Data; Knowledge graph; digital twin; ontology; Risk assessment; knowledge graph; Crop Map; Crop maps; Crops; England; Floods; Formal ontology; Geospatial information; geospatial search; Geospatial search; Graph-based; land use; Land use; Open datum; Surveys; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 10:02:45,
232,MKNA63GP,journalArticle,2009,"Peristeras, V.; Tarabanis, K.; Goudos, S.K.",Model-driven eGovernment interoperability: A review of the state of the art,Computer Standards and Interfaces,,09205489 (ISSN),10.1016/j.csi.2008.09.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549163673&doi=10.1016%2Fj.csi.2008.09.034&partnerID=40&md5=dcf01bb1f3cdeb7cb116394fda2aa7e6,"This paper reviews the state of the art in the area of enhancing eGovernment interoperability by using common models and/or ontologies. This area has currently become a very active research field. We identify and present a significant number (> 40) of relevant efforts. These initiatives are grouped into categories based on the owner, scope and modelling perspective of each project. We then focus on the cases that build generic and universal eGovernment representations and models. We analyse, evaluate and rate them using an additional set of criteria. We end up with conclusions and possible directions for the exploitation and usage of these models. © 2008 Elsevier B.V. All rights reserved.",2009,2026-01-17 07:02:49,2026-01-17 07:09:03,,613-628,,4,31,,Comput Stand Interfaces,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Semantic Web; Ontology; Semantics; Information theory; Semantic web; Ontologies; Common models; Data modelling; Domain modelling; eGovernment interoperability; Model-driven; Process modelling; Research fields; State-of-the arts; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 10:06:24,
144,F2IBAX95,journalArticle,2015,"Tomas, R.; Harrison, M.; Barredo, J.I.; Thomas, F.; Llorente Isidro, M.; Pfeiffer, M.; Cerba, O.",Towards a cross-domain interoperable framework for natural hazards and disaster risk reduction information,Natural Hazards,,0921030X (ISSN); 9780521372954 (ISBN); 9780521378895 (ISBN); 0521378893 (ISBN); 052137295X (ISBN),10.1007/s11069-015-1786-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938984500&doi=10.1007%2Fs11069-015-1786-7&partnerID=40&md5=b8c7eadceb814e9af99a2e6a0921d6bb,"According to the United Nations’ International Strategy for Disaster Reduction, “natural hazards are processes or phenomena that may cause loss of life, injury or other health impacts, property damage, loss of livelihoods and services, social and economic disruption, or environmental damage”. They are at the interface between human and natural systems. From this perspective, natural hazards are a multidimensional domain including environmental issues, the private and public sector and citizens and governance ranging from local to supranational. The vast amount of information and data necessary for comprehensive hazard and risk assessment present many challenges regarding the lack of accessibility, comparability, quality, organisation and dissemination of natural hazards spatial data. In order to mitigate these limitations, an interoperability framework has been developed and published in the INSPIRE Data Specification on Natural Risk Zones—technical guidelines (DS) document. This framework provides means for facilitating access, integration, harmonisation and dissemination of natural hazard data from different domains and sources. The objective of this paper is twofold. Firstly, the paper highlights the key aspects of the interoperability to the various natural hazard communities and illustrates the applicability of the interoperability framework developed in the DS. And secondly, the paper “translates” into common language the main features and potentiality of the interoperability framework of the DS for a wider audience of scientists and practitioners in the natural hazard domain. In this paper, the four pillars of the interoperability framework will be presented. First, the adoption of a common terminology for the natural hazard domain will be addressed. A common data model to facilitate cross-domain data integration will then follow. Thirdly, the common methodology developed to express qualitative or quantitative assessments of natural hazards is presented. Fourthly, the extensible classification schema for natural hazards developed from a literature review and key reference documents from the contributing community of practice is discussed. Furthermore, the applicability of the interoperability framework for the various stakeholder groups is illustrated. This paper closes discussing main advantages, limitations and next steps regarding the sustainability and evolution of the interoperability framework. © 2015, The Author(s).",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,1545-1563,,3,78,,Nat. Hazards,,,,,,Kluwer Academic Publishers,,English,,,Scopus,,,,,,,,Interoperability; INSPIRE; Common assessment model; Data harmonisation; disaster management; hazard assessment; natural hazard; Natural risks; spatial data; United Nations; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 10:08:59,
280,JCJ6J7EY,journalArticle,2005,"Schuurman, N.",Social perspectives on semantic interoperability: Constraints on geographical knowledge from a data perspective,Cartographica,,03177173 (ISSN),10.3138/9643-114R-7787-5253,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32544448503&doi=10.3138%2F9643-114R-7787-5253&partnerID=40&md5=f89d41141cb07ee90cc2a54fb6aa26f5,"Much attention has been paid by government agencies and GIS researchers to standardization of data and interoperability of systems. Many of these efforts, however, have focused narrowly on technical hurdles while ignoring the social and political contexts that influence interoperability decisions. This article illustrates how social factors influence interoperability along three axes: classification, ontologies of data models, and government policy. Extant research approaches to interoperability of GIS are discussed and their strengths and weaknesses assessed. The article begins with definitions of what interoperability is, why it is important to academic users and policy makers, and its influence on geographical knowledge in a digital age. Exploration of social influences, as an alternative analytical approach to interoperability, begins with a discussion of the roles of classification and scale. The dangers of maintaining inflexible ontologies associated with specific data models are illustrated as a technical limitation with profound social implications for the construction of knowledge. Finally, policy at the multiple levels of governance with respect to interoperability is explored as an infrastructural constraint - and a diminishing influence.",2005,2026-01-17 07:02:49,2026-01-17 07:09:03,,47-61,,4,40,,Cartographica,,,,,,,,English,,,Scopus,,,,,,,,Interoperability; Semantic interoperability; GIS; Data standardization; perception; social theory; Spatial databases; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-21 10:10:23,
